id;escenario;origen_dato;arquetipo;sector;coste_elegible_eur;ayuda_solicitada_eur;ahorro_kwh_ano;categoria_innovacion;bonus_socioeconomico
SIM-CEN-0186;CENTRAL;SINTETICO_PRELIMINAR;logistica de temperatura controlada - recuperacion energetica;terciario;1005000;178000;632000;intermedia;no
SIM-CEN-0187;CENTRAL;SINTETICO_PRELIMINAR;logistica de temperatura controlada - recuperacion energetica;terciario;1395000;219000;1609000;incremental;si
SIM-CEN-0188;CENTRAL;SINTETICO_PRELIMINAR;gran industria agroalimentaria - reconversion NH3;industrial;1205000;317000;1472000;intermedia;no
SIM-CEN-0189;CENTRAL;SINTETICO_PRELIMINAR;matadero y sala de despiece - recuperacion de calor;industrial;650000;133000;979000;sin;si
SIM-CEN-0190;CENTRAL;SINTETICO_PRELIMINAR;logistica de temperatura controlada - recuperacion energetica;terciario;1270000;309000;1630000;disruptiva;si
SIM-CEN-0191;CENTRAL;SINTETICO_PRELIMINAR;cooperativa agropecuaria - camaras modulares R-290;agropecuario;410000;118000;593000;incremental;no
SIM-CEN-0192;CENTRAL;SINTETICO_PRELIMINAR;distribucion alimentaria - central CO2 transcritica;terciario;1270000;322000;798000;intermedia;no
SIM-CEN-0193;CENTRAL;SINTETICO_PRELIMINAR;logistica de temperatura controlada - recuperacion energetica;terciario;960000;194000;2055000;baja;no
SIM-CEN-0194;CENTRAL;SINTETICO_PRELIMINAR;bodega - refrigeracion eficiente de proceso;industrial;340000;81000;797000;baja;no
SIM-CEN-0195;CENTRAL;SINTETICO_PRELIMINAR;logistica de temperatura controlada - recuperacion energetica;terciario;1465000;222000;1831000;incremental;no
SIM-CEN-0196;CENTRAL;SINTETICO_PRELIMINAR;hospital publico - enfriadoras con refrigerante natural;terciario;2515000;880000;2600000;incremental;si
SIM-CEN-0197;CENTRAL;SINTETICO_PRELIMINAR;gran industria agroalimentaria - reconversion NH3;industrial;1830000;431000;2600000;baja;no
SIM-CEN-0198;CENTRAL;SINTETICO_PRELIMINAR;distribucion alimentaria - central CO2 transcritica;terciario;1145000;178000;1074000;intermedia;si
SIM-CEN-0199;CENTRAL;SINTETICO_PRELIMINAR;gran industria agroalimentaria - reconversion NH3;industrial;2385000;621000;2600000;incremental;no
SIM-CEN-0200;CENTRAL;SINTETICO_PRELIMINAR;cooperativa agropecuaria - camaras modulares R-290;agropecuario;485000;144000;682000;intermedia;no
SIM-CEN-0201;CENTRAL;SINTETICO_PRELIMINAR;gran industria agroalimentaria - reconversion NH3;industrial;795000;247000;1848000;intermedia;no
SIM-CEN-0202;CENTRAL;SINTETICO_PRELIMINAR;central hortofruticola - preenfriamiento eficiente;agropecuario;990000;234000;1175000;intermedia;si
SIM-CEN-0203;CENTRAL;SINTETICO_PRELIMINAR;bodega - refrigeracion eficiente de proceso;industrial;340000;88000;1017000;intermedia;no
SIM-CEN-0204;CENTRAL;SINTETICO_PRELIMINAR;central hortofruticola - preenfriamiento eficiente;agropecuario;375000;99000;443000;baja;si
SIM-CEN-0205;CENTRAL;SINTETICO_PRELIMINAR;camaras frigorificas industriales - variadores y control;industrial;470000;106000;565000;incremental;no
SIM-CEN-0206;CENTRAL;SINTETICO_PRELIMINAR;supermercado mediano - sustitucion de central frigorifica;terciario;390000;55000;373000;intermedia;si
SIM-CEN-0207;CENTRAL;SINTETICO_PRELIMINAR;logistica de temperatura controlada - recuperacion energetica;terciario;1050000;215000;868000;incremental;no
SIM-CEN-0208;CENTRAL;SINTETICO_PRELIMINAR;gran industria agroalimentaria - reconversion NH3;industrial;2260000;531000;2600000;disruptiva;no
SIM-CEN-0209;CENTRAL;SINTETICO_PRELIMINAR;hospital publico - enfriadoras con refrigerante natural;terciario;3200000;905000;2600000;incremental;no
SIM-CEN-0210;CENTRAL;SINTETICO_PRELIMINAR;gran industria agroalimentaria - reconversion NH3;industrial;1605000;391000;2434000;incremental;si
SIM-CEN-0211;CENTRAL;SINTETICO_PRELIMINAR;gran industria agroalimentaria - reconversion NH3;industrial;3200000;728000;2600000;incremental;no
SIM-CEN-0212;CENTRAL;SINTETICO_PRELIMINAR;central hortofruticola - preenfriamiento eficiente;agropecuario;520000;88000;481000;incremental;si
SIM-CEN-0213;CENTRAL;SINTETICO_PRELIMINAR;logistica de temperatura controlada - recuperacion energetica;terciario;765000;181000;646000;intermedia;no
SIM-CEN-0214;CENTRAL;SINTETICO_PRELIMINAR;hospital publico - enfriadoras con refrigerante natural;terciario;1270000;383000;1467000;incremental;no
SIM-CEN-0215;CENTRAL;SINTETICO_PRELIMINAR;bodega - refrigeracion eficiente de proceso;industrial;120000;25000;240000;baja;si
SIM-CEN-0216;CENTRAL;SINTETICO_PRELIMINAR;bodega - refrigeracion eficiente de proceso;industrial;465000;62000;1468000;baja;no
SIM-CEN-0217;CENTRAL;SINTETICO_PRELIMINAR;cooperativa agropecuaria - camaras modulares R-290;agropecuario;370000;87000;875000;baja;si
SIM-CEN-0218;CENTRAL;SINTETICO_PRELIMINAR;camaras frigorificas industriales - variadores y control;industrial;845000;155000;820000;disruptiva;no
SIM-CEN-0219;CENTRAL;SINTETICO_PRELIMINAR;ESE en red comercial - rebaja de intensidad de ayuda;terciario;1085000;198000;1084000;incremental;no
SIM-CEN-0220;CENTRAL;SINTETICO_PRELIMINAR;central hortofruticola - preenfriamiento eficiente;agropecuario;885000;200000;2408000;incremental;no
